"source","id","doi","title","authors","journal","published_date","url","abstract"
"pubmed","42701255","10.1021/jacs.6c01403","Biomolecular Condensates Dictate the Folding Landscape of Protein Alpha-Helices.","Hess, Nathaniel; Joseph, Jerelle A","Journal of the American Chemical Society","2026-09-06","https://pubmed.ncbi.nlm.nih.gov/42701255/","Protein structure is exquisitely sensitive to the surrounding chemical environment, and many proteins encounter complex environments within cells. Importantly, numerous proteins organize into biomolecular condensates horizontal line dense macromolecular assemblies with distinct physicochemical properties. This raises a fundamental question: how do condensates reshape protein structure and dynamics? Here, we investigate how protein folding landscapes are altered inside condensates, using the protein alpha-helix as a model folded domain. Atomistic simulations suggest the helix-coil transition within condensates differs markedly from its behavior in dilute solution or in the presence of inert crowders. We then use Bayesian optimization to develop a chemically specific, residue-resolution model for quantification of alpha-helical folding and apply it to characterize diverse helices, including alpha-helical domains from the disease-associated proteins TDP-43, Annexin A11, and Androgen Receptor, within condensates of varying physicochemical properties. Our results support a framework in which multivalent interactions drive unfolding while crowding promotes folding, and alpha-helix conformational ensembles inside condensates emerge from this balance. Additionally, we show that helix folding transitions are kinetically frustrated inside condensates because they are coupled to the time scale of contact rearrangement with co-condensate proteins. As such, alpha-helix folding landscapes within condensates are dually sequence-dependent, informed by both the sequence of the alpha-helical domain and co-condensate proteins. Together, our work has implications for understanding condensate-mediated proteinopathies, targeting aberrant condensates, and designing condensates to program protein function across scales."
"pubmed","42696573","10.1126/sciadv.aeg3201","Reconstitution of multistep recruitment of ULK1 to membranes in autophagy.","Duan, Yongjia; Lu, Ye; Paul, Sanjoy; Betz, Johannes; Wilhelm, Lea P; Cook, Annan S I; Ren, Xuefeng; Adriaenssens, Elias; Martens, Sascha; Ganley, Ian G; Hummer, Gerhard; Hurley, James H","Science advances","2026-09-04","https://pubmed.ncbi.nlm.nih.gov/42696573/","The human Unc51-like kinase 1 (ULK1) autophagy-initiating complex consists of ULK1, FIP200, and the Hop/Rev7/Mad2 (HORMA) domain heterodimer ATG13:ATG101. Phosphatidylinositol 3-phosphate (PI3P) is essential to recruit ULK1 complex (ULK1C) to membranes for ULK1, but ULK1C subunits do not contain PI3P-binding domains. Here, we show that the ATG13:ATG101 dimer forms a complex with the PI3P-binding protein WD40 interacting with phosphoinositide protein 3 (WIPI3), as well as WIPI2. Bound to WIPI2 and WIPI3, ATG13:ATG101 inserts its Trp-Phe (WF) finger into the membrane. Molecular dynamics simulations show that WIPIs and the WF finger cooperatively stabilize the complex on membranes. Biochemical reconstitution and cell-based assays show that WIPI3:ATG13 engagement promotes ATG16L1 phosphorylation, autophagy, and mitophagy. A kinase domain (KD)-proximal Pro-Val-Pro (PVP) motif in the ULK1 intrinsically disordered region docks onto the ATG13:ATG101 HORMA dimer brings the ULK1 KD close to the membrane. The PVP motif is essential for in vitro ULK1 phosphorylation of ATG16L1 and important for autophagy and mitophagy. These data establish a stepwise pathway for recruitment of the ULK1 KD to the vicinity of the membrane surface."
"pubmed","42687071","10.1007/s11095-026-04186-1","Transnasal Administration of Surfactant Aerosol to the Lungs of Infants Using Direct Interfaces - Lessons Learned from Computational Fluid Dynamics.","Jubaer, Hasan; Farkas, Dale; Dalton, Caleb; Momin, Mohammad A M; Hindle, Michael; Longest, Worth","Pharmaceutical research","2026-09-03","https://pubmed.ncbi.nlm.nih.gov/42687071/","PURPOSE: Direct-to-infant (D2I) transnasal aerosol surfactant therapy (AST) offers a promising non-invasive alternative for treating neonatal respiratory distress syndrome (RDS). However, achieving high lung delivery efficiency with dry powder inhalers (DPIs) requires careful optimization of complex fluid-particle interactions. This study used computational fluid dynamics (CFD) to optimize an Infant Air‑Jet Dry Powder Aerosol Delivery System (iDP‑ADS) and derive transferable design principles. METHODS: A CFD model of the iDP‑ADS coupled to a 31‑week preterm nose‑throat geometry was validated against in vitro measurements. Sensitivity analyses evaluated modeling assumptions (steady‑state vs. transient, monodisperse vs. polydisperse) and critical design parameters influencing aerosol delivery, such as upstream air volume, interface geometry, temporal aerosol emission profiles, and actuation flow rates. RESULTS: The CFD model demonstrated strong in vitro agreement (2.8% mean absolute difference). Regarding modeling: standard simplifications, particularly steady-state approximations, overpredicted lung transmission (~24%), establishing the necessity of high-fidelity transient simulations with polydisperse aerosols. Regarding aerosol delivery: integrating an upstream air volume created ""hydrodynamic shielding,"" reducing relative interface losses by up to 50%. A 10 mm diffusive path length and 20 degrees  (inward and downward) prong alignment balanced jet dissipation while minimizing nasal deposition. Front-loading of aerosol emission prevented entrapment of 10-14% of the dose in anatomical dead space. An optimal system-specific actuation flow rate of 3 L/min achieved ~53.5% aerosol lung transmission, balancing aerosolization efficiency against turbulence-driven transport losses. CONCLUSIONS: High-efficiency transnasal AST requires balancing often competing aerosol generation physics, transport behavior, and clinical constraints. This study highlights CFD as a vital design tool, providing key lessons to inform future modeling and practical interface development."
"pubmed","42681205","10.1007/978-1-0716-5372-2_14","Prediction of Intrinsically Disordered Regions That Bind RNA with DisoRDPbind.","Peng, Zhenling; Kurgan, Lukasz","Methods in molecular biology (Clifton, N.J.)","2026-09-02","https://pubmed.ncbi.nlm.nih.gov/42681205/","A common cellular function of intrinsically disordered regions (IDRs) is molecular binding, which covers interactions with various partner molecules, including proteins, peptides, nucleic acids, lipids, and small molecules. While there are many computational predictors of binding IDRs, relatively few target IDRs that bind RNAs. We focus on one of the first tools designed to predict RNA-binding IDRs: DisoRDPbind. DisoRDPbind is available as an easy-to-use web server at http://biomine.cs.vcu.edu/servers/DisoRDPbind/ . We describe the predictive model employed by DisoRDPbind and discuss its predictive performance and runtime, which were recently measured in the second CAID (Critical Assessment of protein Intrinsic Disorder) experiment. We highlight the small computational footprint of DisoRDPbind, which allows for large/proteome-scale predictions. We detail how to use the web server interface of DisoRDPbind and provide an example to illustrate how to read and interpret its prediction results. While DisoRDPbind does not identify RNA chaperones directly, we present a case study of an RNA chaperone, HCV core protein, to illustrate the method's utility in studying RNA chaperones."
"pubmed","42680104","10.1016/j.mcpro.2026.101651","Multicomplex Integrative Structural Modeling of a Human Histone Deacetylase Interactome.","Nde, Jules; Majila, Kartik; Zimmermann, Rosalyn C; Kempf, Cassandra; Zhang, Ying; Cesare, Joseph; Thornton, Janet L; Workman, Jerry L; Florens, Laurence; Viswanath, Shruthi; Washburn, Michael P","Molecular & cellular proteomics : MCP","2026-09-01","https://pubmed.ncbi.nlm.nih.gov/42680104/","Histone Deacetylase (HDAC) 1 and 2 are key enzymatic components in multiple large chromatin remodeling complexes including NuRD, SIN3, and CoREST. In addition, both HDAC 1 and 2 contain a large intrinsically disordered region (IDR) within their C-terminal domain (CTD). How HDAC1/2 assemble into these complexes and the structure of the CTD IDR remains poorly understood. Here, we used HDAC1/2 to isolate their protein interaction networks from cells and used crosslinking mass spectrometry (XL-MS) coupled with the Integrative Modeling Platform to build structural models of the NuRD, SIN3A, and CoREST complexes. Next, we implemented an AlphaFold-enabled XL-MS constrained modeling approach to investigate how HDAC1 could assemble into these complexes. We show that the CTD IDR of HDAC1 folds into alpha helices in these complexes. Finally, we built a complete integrative structural model of a NuRD subcomplex including the abundant HDAC1:MBD3:MTA1:GATAD2B:RBBP4 subunits, which included 6 IDRs. The approaches used herein are broadly applicable for the study of protein complexes and protein interaction networks that can provide important insights into IDRs."
"pubmed","42679927","10.1016/j.cstres.2026.100210","The Epichaperome Matrix Theory: A Systems-Level Model of Active Molecular Organization.","Shevtsov, Maxim","Cell stress & chaperones","2026-09-01","https://pubmed.ncbi.nlm.nih.gov/42679927/","BACKGROUND: Epichaperomes are stable, stress-induced supramolecular assemblies formed through extensive integration of molecular chaperones, co-chaperones, signaling proteins, and client proteins. Although increasing evidence indicates that epichaperomes act as organizational hubs that coordinate proteostasis and signaling networks in cancer, neurodegenerative disorders, and chronic inflammatory diseases, their potential physical roles in cellular organization remain largely unexplored. RESULTS: Here, the Epichaperome Matrix Theory, a systems-level theoretical framework that conceptualizes the epichaperome as a dynamic, nonequilibrium biomolecular matrix possessing emergent transport-regulatory properties is proposed. In this model, epichaperome assemblies generate heterogeneous electrostatic landscapes through the collective distribution of charged amino acid residues, phosphorylation-dependent charge accumulation, ATP-driven conformational dynamics, and high-order network connectivity. By integrating principles from Poisson-Boltzmann electrostatics, Nernst-Planck transport theory, active matter physics, percolation theory, graph theory, biomolecular condensate thermodynamics, and porous hydrogel transport models, a mathematical description in which epichaperomes function as adaptive organizational scaffolds capable of influencing molecular flux, signaling efficiency, and spatial coordination within cells is developed. This framework is further extended through the Transcellular Epichaperome Continuum Hypothesis, proposing that intracellular epichaperomes may be functionally coupled to plasma membrane-associated and extracellular epichaperome assemblies, forming a multiscale organizational network spanning individual cells, tissues, and organ systems. In this extended model, membrane-bound epichaperomes act as coupling interfaces between intracellular and extracellular compartments, while secreted chaperones, extracellular vesicles, and extracellular protein assemblies contribute to intercellular connectivity. Mathematical analysis predicts the emergence of percolating transport networks, electrostatic coupling domains, synchronized conformational dynamics, and stress-responsive communication pathways when epichaperome connectivity exceeds critical thresholds. CONCLUSIONS: The proposed framework suggests that epichaperomes may represent more than stress-associated protein interaction networks and could function as dynamic organizational matrices integrating molecular organization, signaling, and adaptive responses across multiple biological scales. Although the theory remains speculative and currently lacks direct experimental validation, it generates testable predictions regarding membrane-associated epichaperomes, extracellular epichaperome assemblies, electrostatic organization, and intercellular transport behaviors. By providing a unified theoretical foundation linking stress biology, chaperone networks, systems biology, and biophysics, this work expands the conceptual landscape of epichaperome research and identifies new directions for investigating the role of higher-order chaperome organization in health and disease."
"biorxiv","10.64898/2026.08.30.748136","10.64898/2026.08.30.748136","Retrieval of binding sites across the AlphaFold human proteome using protein language model representations","Keshav Mohan; Yash Bhargava","bioRxiv","2026-09-03","https://www.biorxiv.org/content/10.64898/2026.08.30.748136","Protein language models (PLMs) provide powerful representations of protein sequence, but their utility for proteome-scale binding-site retrieval remains unclear. Here, we present PocketScope, a training-free framework that represents cavity-lining residues using frozen ESM-C 600M embeddings and retrieves related binding sites through exhaustive lateinteraction MaxSim, without pooling or approximate nearest-neighbor search. PocketScope identified 153,805 cavities across 37,682 proteins in the AlphaFold human proteome and recovered documented drug off-targets across a curated set of pharmacological pairs. On the ProSPECCTs benchmark, PocketScope ranks 1st of 23 methods by mean rank across the ten collections. PocketScope provides a practical framework for proteome-scale off-target prediction. PocketScope is open source and also freely available as a web server at https://www.bhargavaresearch.org/pocketscope ."
"biorxiv","10.64898/2026.08.31.748056","10.64898/2026.08.31.748056","Comprehensive Evaluation of Protein Language Model Embeddings for Drug-Target Affinity Prediction","Matija Marijan; Ivan Tanasijevic","bioRxiv","2026-09-03","https://www.biorxiv.org/content/10.64898/2026.08.31.748056","Accurate identification of drug-target interactions is consequential for novel drug discovery and development. Deep learning methods for drug-target affinity (DTA) prediction have shown great promise in accelerating drug discovery and reducing development costs. Although graph neural networks have improved drug representation learning for DTA prediction tasks, many models still struggle to effectively and efficiently capture protein information, limiting overall prediction accuracy. In this work, we systematically evaluate the impact of pre-trained protein language models (PLMs) on the downstream task of predicting binding affinity between drugs and target proteins. We design multiple experiments across four different molecular representation backbones and assess the effect of incorporating PLM embeddings, comparing their performance to classical 1D convolution methods. We evaluate four families of PLMs which we integrate into PLM-GraphDTA, each built on distinct architectures and optimized for different tasks, including structure prediction, function prediction, and sequence unmasking. Additionally, we evaluate DeepGraphDTA, an architectural modification of the baseline convolution method designed to improve protein representation learning. The models are evaluated on two benchmark datasets, Davis and KIBA, using concordance index (CI) and mean squared error (MSE) as performance metrics. We further evaluate the generalization power of each model using cold-start train and test splits, and analyze the per-protein contribution to total CI. The results indicate simple architectural modifications to traditional convolution methods may be sufficient to bridge the gap to large pre-trained PLMs."
"biorxiv","10.64898/2026.09.01.748708","10.64898/2026.09.01.748708","Beyond Equilibrium Ensembles: Time Rescaling in Coarse-Grained Simulations across Single-Molecule and Condensate Regimes","Gopi S; Qin H; Best RB; Schuler B","bioRxiv","2026-09-02","https://www.biorxiv.org/content/10.64898/2026.09.01.748708","<h4>ABSTRACT</h4> Residue-level coarse-grained simulations provide a powerful route for modeling biomolecular condensates over length and time scales that are difficult to access with atomistic molecular dynamics. Coarse-grained models have been shown to reproduce many aspects of equilibrium phase behavior. However, it remains unclear to what extent such models can reproduce the relative timescales of molecular dynamics. Here, we examine this question for complex coacervates with markedly different dynamics, formed by the highly acidic intrinsically disordered protein prothymosin α with four cationic partners: linker histone H1, protamine, polylysine, and polyarginine. Coexistence simulations using a residue-level coarse-grained model reproduce key equilibrium observables from experiments, including dense-phase concentrations, ionic-strength-dependent phase behavior, and chain dimensions in the dense and dilute phases. Dynamics are accelerated in these simulations, but a composition-specific time-rescaling factor captures the ionic-strength dependence of chain reconfiguration times within a given complex coacervate. In contrast, time rescaling is not transferable between dense and dilute phases or across condensate compositions and can depend on the chosen observable. These results show that agreement with measured equilibrium observables does not imply a universally transferable timescale for conformational dynamics in residue-level coarse-grained simulations. However, we find that the required time rescaling strongly correlates with the interaction energy of the protein chains, suggesting that the missing frictional effects arise from protein-protein interactions rather than solely from protein-solvent interactions, reminiscent of internal friction. Our findings highlight the need to combine thermodynamic validation with kinetic calibration when interpreting chain relaxation, molecular diffusion, and material properties from residue-level coarse-grained simulations of biomolecular condensates."
